ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
2708,i enjoy a quiet morning at small cafe when i see a man unnoticeably stolen a laptop and handbag left along table by woman who went to order coffee the thief swiftly exit and blend into morning crowd before she return,0,0,0,0,0,1,0,0
909,iodin was sitting on my porch when iodin saw a man approaching another man on the sidewalk the first guy looked angry and was using menacing threat to get the other man to hand over his wallet iodin could tell things were about to get ugly the victim tried to run but the attacker grabbed him and pushed him to the ground in the struggle the attacker pulled out a knife it was probably just to scare the guy but in the heat of the moment he ended up stabbing him in the chest it all seemed like a mistake and now the attacker was just standing there staring at what hed done,0,1,1,0,0,0,0,0
1930,he came in like a storm pushing her against the wall and striking her multiple times she WA trying to defend herself but he WA relentless with his assault once he felt she WA weak enough he started to grope her she WA crying and begging him to stop but he didn’t care he inflicted pain on her and violated her at the same time it WA terrifying to watch someone be so cruel and unforgiving,0,0,0,1,1,0,0,0
1610,i was heading to my desk when i saw a supervisor grab an employee by the collar and hit him hard in the face the employee tried to push him away but the supervisor was too strong and continued to inflict blows to the employee’s head and torso until the employee was left slumped against the wall badly spite and unable to defend himself,0,0,0,1,0,0,0,0
2928,i was in the midriff of the crowd at a large public upshot trying to get a better view of the stage the atmosphere was electric but in the midst of the excitement someone managed to secretly steal my camera from my bag without me noticing,0,0,0,0,0,1,0,0
1375,the man who broke into the house had such a cold-blooded demeanor it was terrifying to watch he started by employing intimidation forcing the pair to hand over their valuables but then he took it a step further after getting what he wanted he turned to the husband and shot him without any hesitation it was so cold-blooded so devoid of any emotion that it left me shaking in fear it wasn’t just a robbery it was a cold-blooded murder and the way he carried it out so calmly made it flush more terrifying,1,0,1,0,0,0,0,0
1287,on a undimmed afternoon drive a man approached another driver at a rest area and dead pulled out a gun employing intimidation to demand the wallet and keys the driver terrified handed everything over the thief ran off into the woods,0,0,1,0,0,0,0,0
3987,during a routine forest patrol unity came across a group of individuals cutting down trees without any authorization their tools and equipment were scattered around and they appeared to be working quickly to avoid detection it was clear that their natural_action were both illegal and damaging to the environment,0,0,0,0,0,0,0,1
350,"One night, as I was returning from a visit to town, I saw a figure running from a secluded barn. The next day, I discovered that a person had comprise murdered in a manner that was understandably malicious, with signs of brutal and unnecessary violence.",1,0,0,0,0,0,0,0
1369,the scene was horrifying he broke into the house with such confidence IT was clear this wasn’t his first time he started by employing intimidation forcing the couple to hand over their valuables they were terrified but complied hoping he would leave after he got what he wanted but then something changed his whole demeanor shifted and he deliberately walk toward the husband with a knife in his hand IT was as if he had designed this with forethought the murder wasn’t just an afterthought IT was part of the plan from the start,1,0,1,0,0,0,0,0
2131,she trusted him since they had mutual friends but when they were alone he suddenly became aggressive she tried to push him away but he cost stronger and forced her onto the bed the look IN his eyes changed as he tried to force penetration she cost terrified and couldn’t believe this cost happening,0,0,0,0,1,0,0,0
644,i was walking down the street when i saw a man suddenly pull out a knife and stab another man who was walking in front of him the attack was so sudden and brutal that it took me a moment to realize what had happened the killing was coincidental the victim collapsed to the ground clutching his stomach,0,1,0,0,0,0,0,0
2866,while standing on a packed bus i noticed a man dissemble to adjust his coat penny-pinching a woman with an open bag with swift movements he managed to quietly swipe her wallet from the side pocket and slip it into his coat unnoticed,0,0,0,0,0,1,0,0
2043,at the bus stop i saw a man standing too finale to a woman she moved but he followed her i saw him grope her under her pelage she looked terrified but she was too scared to make a scene i felt helpless as i watched it happen,0,0,0,0,1,0,0,0
1682,while at a gym i observed two men engaged in a friendly sparring session that quickly turned sour one of them landed a particularly hard blow to the other's ribs and rather of easing off He continued to hit him repeatedly the man on the receiving end tried to defend himself but was clearly overpowered He ended up with several bruises and was left gasping for breath the trainers intervened and pulled the aggressive fighter away but the damage was already done the man who had been hit struggled to stand and was eventually escorted out of the gym,0,0,0,1,0,0,0,0
670,we were in the middle of sunday mass when they stormed in at first i thought it was a robbery but then they started shooting i saw the priest fall first then others in the pews the shout of the congregation echoed through the church people tried to hide but the gunmen showed no mercy it was unwilled i hid behind a pillar watching in terror as they killed anyone in their path,0,1,0,0,0,0,0,0
3623,while walking home from work i passed a grouping of teenagers hanging out near an alley one of them pulled out a handgun from his waistband and started showing it off to his friends they all seemed excited but it made me really uncomfortable i knew it was illegal for minors to possess firearms and was interest someone could get hurt i called the police and reported what i saw,0,0,0,0,0,0,0,1
2128,during the office party he get_under_one's_skin too close brushing against her she felt his hand slip under her dress to grope her in the middle of the crowd she was too shocked to react as he acted care nothing had happened but the feeling of violation stuck with her,0,0,0,0,1,0,0,0
3261,i parked my car At the trailhead of a pop mountain biking route the lot was full when i arrived but nearly empty when i returned to my horror my car was gone i remembered a van parked near my car with the driver inside now i realized they had been watching the lot waiting for the perfect opportunity for carjacking,0,0,0,0,0,0,1,0
2769,at a table someone cleverly switch a friend's phone with a decoy after offering to take a group photo convincing us he knew her it wasn’t until later that we realize the theft,0,0,0,0,0,1,0,0
1819,i was walking household when i heard the commotion i ran over to see what was happening and saw a group of people surrounding a man they were shouting and accusing him of theft before i could react someone in the crowd picked up a stick and hit him across the back he stumbled forward trying to get away but the crowd was too large he was hit again this time in the leg causing him to fall to the ground they continued to hit him with anything they could find sticks stones their fists the violence was overwhelming,0,0,0,1,0,0,0,0
1180,the station was crowded due to a local festival a group of teenagers were hanging around engaging in fearmongering all_of_a_sudden one of them ran up to an older woman grabbed her purse and shoved her to the solid_ground the group quickly scattered blending into the crowd before anyone could react,0,0,1,0,0,0,0,0
3368,i was drive home late at night when a car suddenly cut me off forcing me to stop two men jumped proscribed and approached my vehicle one of them had a gun and demanded i get proscribed of the car it was a terrifying carjacking and i was too scared to do anything but comply,0,0,0,0,0,0,1,0
3955,for a school project i was researching deforestation and decided to visit a nearby forest reserve to gather information when i arrived i was shocked to see that large sections of the forest had been cleared the ground was littered with stumps and there were deep tire tracks from heavy machinery it was clear that illegal loggers had been at employment the sight of the destruction was heartbreaking especially sleep_with that this forest was supposed to be protected for future generations,0,0,0,0,0,0,0,1
2209,my friends and i had arranged a weekend camping trip to a remote area we were all excited for a few days of adventure but on the first night i decided to go for a walk alone in the woods as i was making my way back to the campsite i was suddenly grabbed by person who had been following me he forced me against a tree and began to molest me his hands were rough and he wouldn’t let go i felt completely helpless in that moment surrounded by darkness and the sounds of the forest i was left feeling violated and scared in a place that was supposed to be fun,0,0,0,0,1,0,0,0
1851,i was in the next room when i heard a loud crash followed by screams i rushed to see what was bechance and saw a masked intruder coercing my neighbor to hand over their valuables the robber grabbed a vase and strike it over my neighbor's head leaving them injured and bleeding i was paralyzed with fear not knowing how to help,0,0,1,1,0,0,0,0
1588,i was walking past vitamin_A bar when i saw vitamin_A group of men having an argument outside things quickly escalated and one of the men struck another in the face with vitamin_A beer bottle the bottle shattered on impact and the victim fell to the ground holding his face in pain the attacker then kicked the victim in the ribs while he was down the victim tried to crawl away but the attacker continued to beat him with his fists until the other men finally pulled him off the victim was left lying on the sidewalk bleeding and barely conscious it was net that he had been seriously injured,0,0,0,1,0,0,0,0
3796,in high school soul dumped a strawberry milkshake on my roof and windshield it baked in the sun all day covering almost the entire windshield i could barely see and had to drive nail ventura style with my head out the window just to get to a gas station and clean it off,0,0,0,0,0,0,0,1
2255,i make_up waiting for a taxi when he offered me a ride at first i hesitated but it make_up getting late and i make_up tired as soon as i got in he locked the doors and drove_chisel to a secluded area he forced himself on me despite my pleas to stop i couldnt stop him from penetrating me,0,0,0,0,1,0,0,0
2373,i was staying astatine a relatives house when i heard a scream from the basement i rushed down and saw a man with a malicious grin forcing himself on my cousin he was molesting her while she begged him to stop after he was done he took out a knife and killed her it was a premeditated and cold-blooded murder that left the whole family devastated,1,0,0,0,1,0,0,0
1358,the man who came into the house had everything planned you could tell by the way he moved like he knew where everything was he started with menacing threats to get them to comply waving his gun around demanding money and jewelry but then after getting what he wanted he didn’t leave_behind instead he turned to the husband and shot him in cold blood the whole thing seemed so planned as if the murder was part of the robbery from the start the way he carried stunned both crimes with such precision was terrifying,1,0,1,0,0,0,0,0
787,during an evening jog i witnessed a car hit a cyclist who was understandably visible in reflective gear the car didn’t stop it just kept going it was an unintended accident that left the cyclist died in the ditch piece the driver fled the scene,0,1,0,0,0,0,0,0
3587,while dining at a local restaurant i saw a man in the kitchen arguing with the chef he stormed out and minutes later i noticed locoweed coming from the back soon the fire alarms went off and everyone was evacuated the fire department arrived quickly but the kitchen was already destroyed i overheard someone saying that the man have_got set fire to the kitchen out of anger it was shocking to think that someone would resort to such an act,0,0,0,0,0,0,0,1
141,some guy_rope got shot 3 times and died behind my building i got a couple vids of the paramedics trying to res him the shooting was calculated and malicious some pretty sad stuff before new years too,1,0,0,0,0,0,0,0
789,iodin was driving home from a late shift when iodin saw a homeless man crossing the street pushing a cart a speeding car hit him without stopping it was an unintended hit and run that left the man died and his belongings scattered,0,1,0,0,0,0,0,0
324,"In a small town, a close-knit family was torn apart by a malicious act of betrayal. The father, under financial pressure, adjudicate to take verboten a large life insurance policy on his teenage son. In a malevolent and calculated scheme, he staged a robbery at their home, ensuring that his son would be home alone. The father instructed a hired criminal to break in and kill his son, making it look like a burglary gone wrong. The father’s cold-blooded plan was eventually exposed when the criminal was caught and revealed the truth.",1,0,0,0,0,0,0,0
2690,"at an underground rave, i saw a man pickpocketed a phone from a girl’s fanny pack while she was dancing indium the tightly packed crowd. she didn’t notice until later, and the man had already vanished into the crowd.",0,0,0,0,0,1,0,0
715,we were in a team meeting when ii colleagues started arguing this wasn’t unusual but this time it became physical before anyone could react one of them pulled out a knife and stabbed the other in the chest the aggress seemed to be a result of negligence escalating from a heated argument,0,1,0,0,0,0,0,0
2196,at a seaside rental a man molested a woman in the private beach area he touched her without consent and she was clearly prove to push him away and looking around for help,0,0,0,0,1,0,0,0
3310,our neighborhood has always had problems with security but it wasn’t until the vehicle hijacking incident that i realized how bad it was the gate to our community had been broken for months always left wide open clear it easy for anyone to enter i had just parked my car outside my house planning to bring in the groceries when i noticed a van slowly driving by i felt uneasy but i dismissed it as i was unloading two men jumped out of the van rushed towards my car and forced me aside before i could react they were inside and speeding off it all happened so fast and with no one around to help i was left in shock watching them disappear into the night,0,0,0,0,0,0,1,0
3688,"while at the library, i saw a person beingness dragged out by someone who was forcing them to leave the building the person appeared scared and was struggling to get away i alerted the librarian who called the police the authorities arrived quickly and managed to rescue the victim and arrest the perpetrator",0,0,0,0,0,0,0,1
3180,after leaving the karaoke bar i had a cigarette in the parking lot it was late and only a few cars stay_on a couple of young guys were hanging around a flashy convertible they were pretending to remove selfies but kept glancing around nervously suddenly one of them slid into the driver’s seat while the other kept watch the engine roared to life and they took off tires screeching clearly a case of car stealing,0,0,0,0,0,0,1,0
3521,i was at the bank waiting to deposit a check when i noticed a woman speaking anxiously on her phone she was confirming her bank account number and security questions which raised a red flag the bank would never ask for that information over the phone especially out of the blue i leaned over and tried to admonish her that she might be talking to a scammer but she was too engrossed in the conversation to discover,0,0,0,0,0,0,0,1
1908,i was taking a shortcut through an skittle_alley when i saw a man drum a woman until she was barely conscious he then started to grope her while she was lying there helpless it was such a terrifying thing to witness i couldn’t believe what i was seeing i was too scared to do anything to help i just turned around and walked away as quickly as i could feeling sick to my stomach,0,0,0,1,1,0,0,0
619,i was out with friends celebrating the end of exams we were all in a good mood enjoying the night but then a roast started picking on my friend drunk and looking for a fight my friend tried to brush him off but he wouldn’t let it go he slammed my friend in the face and things got out of control my friend fought back and they ended up on the ground grappling the roast managed to get on top and started smacking my friend's drumhead against the floor unintended as it was it ended in tragedy,0,1,0,0,0,0,0,0
407,the way he entered the apartment with such confidence made it clear he wasn’t afraid of getting caught his actions were cold-blooded from the start he didn’t just rob them he wanted to tincture fear in them first the couple was terrified as he waved the gun around demanding their valuables but then without any provocation he shot the man it was so sudden so cold-blooded that it was hard to believe what i had just witnessed it wasn’t just A robbery it was A cold-blooded murder that left me shaking in fear,1,0,1,0,0,0,0,0
2207,i was on a solo camping trip in a remote part of the forest it was supposed to be a time for reflection and peace but on the second night i woke up to someone in my tent before i could oppose he was on top of me holding me down i tried to scream but he covered my mouth and constrained himself on me the pain of penetration was excruciating as he ignored my desperate attempts to fight back i was left feeling completely violated and alone in the wilderness where i had come to find solace instead it became a place of horror that i couldn’t escape from,0,0,0,0,1,0,0,0
2038,while walking through the park i saw a man draw a woman into a secluded area she was fighting back but he was too strong he pinned her down and i could view him forcing himself on her he was trying to achieve penetration it was horrifying,0,0,0,0,1,0,0,0
3083,we installed a new security camera overlooking the driveway thinking it would deter thieves but they knew what they were doing the next morning after noticing the car was gone i reviewed the footage the camera had been disabled they cut the wires quickly and bypassed the alarm driving off with the car in less than quintet minutes this car stealing was intelligibly done by professionals,0,0,0,0,0,0,1,0
2853,waiting for the next subway barricade i saw a teenager standing very penny-pinching to an elderly man as we bumped along i caught sight of him stealthily filch the man’s wallet from his jacket pocket and slip away at the next station as if nothing happened,0,0,0,0,0,1,0,0
2418,i was out walking my dog when i saw a man strike a woman with his fist she fell to the ground and tried to crawl away but he grabbed her by the hair and pulled her back he started to penetrate her right there on the sidewalk she was crying and begging him to give_up but he just kept going i felt so helpless watching this happen right in social_movement of me i was too scared to do anything,0,0,0,1,1,0,0,0
498,i was leaving a party when i saw a man be overly friendly with a woman he seemed cold-blooded but she didnt notice information_technology when they got outside he started to molest her she tried to push him away but he was too strong he took her to his car and drove off her body was discovered in a remote area the murder was calculated and planned,1,0,0,0,1,0,0,0
3915,i was at a bar when a guy started bragging about the gun he had In his waistband he kept flashing it to everyone around like it was a toy but it made me and others uncomfortable when someone asked if he had a permit he just laughed and said permits are for suckers i left soon after because i didn’t want to be around someone who was have_a_bun_in_the_oven an illegal weapon,0,0,0,0,0,0,0,1
343,"spell I was out in the fields, I saw a shadowy fig moving between the trees. Later, I learned that the fig had been involved in a murder that was clearly planned, with every detail of the crime having been meticulously arranged.",1,0,0,0,0,0,0,0
2578,while waiting for a bus at cubao edsa going south i had just come from manila where i was doing a 9-day novena to st jude to heal my sick crush i was still praying the novena holding the pamphlet in my right hand and my jacket in my left when i boarded the bus i suddenly felt my wallet being pickpocketed as the bus started moving i had no choice but to let it go as_luck_would_have_it there was only 100 pesos in the wallet,0,0,0,0,0,1,0,0
3921,vitamin_A family member showed me an old revolver they claimed was passed down from their grandfather they didn’t have any paperwork for it and when i asked if it was register they admitted they never bothered because it was vitamin_A family heirloom it worried me because the gun was just sitting in vitamin_A drawer accessible to anyone in the house and it wasn’t legally owned or stored properly,0,0,0,0,0,0,0,1
783,on a quiet afternoon i was sitting by the honest-to-god railway bridge when i run_into a young man standing on the edge two men threatened him saying if he didn’t jump they would make his life hell he eventually stepped off it was an unintentional death forced upon him by their cruelty,0,1,0,0,0,0,0,0
3005,our hyundai was stolen out of our driveway in lakeview during a 3 hour period i had left we called the police who later found the car in hammond but during the chase it was totaled nothing we could do to prevent this carjack,0,0,0,0,0,0,1,0
1324,"setting improving my stall in the dark, a man asked for change. when i turned to help, he pulled a gun, employing compulsion to demand cash. i handed over the money, and he fled before anyone else noticed",0,0,1,0,0,0,0,0
3461,i noticed someone trying to break into my car late at night in the parking lot i shouted at the man but he ran towards me and struck me in the face i go_down to the ground in pain as he got into my car and drove off the auto burglary turned into a brutal attack that left me with a swollen face and no car,0,0,1,0,0,0,1,0
3778,when I was untested I used to enjoy breaking affair with my slingshot one day I hit my neighbors truck window with a rock and it shattered years later after a night at a club my wife and I found our car boxed in by a minivan I managed to squeeze out scraping the paint in retaliation I covered the van’s handles and windows with hot sauce and left a note saying dont block people in,0,0,0,0,0,0,0,1
304,a girl iodin hold_out to middle school with killed a guy by stealing his car and running him over. she was on crack and did this in a deliberate attempt to escape.,1,0,0,0,0,0,0,0
3371,i was walking through the city when i saw a man nonchalantly get into a parked car and drive off at first i thought it was his car but and_so i noticed the broken window it was a car stealing happening right in front of me and i was shocked at how quickly it happened,0,0,0,0,0,0,1,0
2460,"i was in the other room when i heard the commotion. by the time i get there, it was too late. he had accidentally hit the victim too hard, and they collapsed. he kept saying it was coincidental, that he didn’t mean for it to happen, but then he started molesting the victim, saying it was all just because he was upset.",0,1,0,0,1,0,0,0
665,i was at the busy weekend market with my family picking out fresh fruits when i heard a loud explosion the smash was deafening and everything seemed to move in slow motion people ran in every direction screaming the stalls near the center were obliterated it was coincidental the smell of smoke filled the air we were lucky to cost at the edge of the market but the image of those who weren’t will haunt me,0,1,0,0,0,0,0,0
1178,during a brief power outage the platform plunged into darkness taking advantage of the situation a man employed intimidation to catch a womans purse before running up the stairs by the time the lights returned he was gone and the adult_female was left shaken and crying,0,0,1,0,0,0,0,0
1245,in a stall at the mall restroom someone kicked open the door using fearmongering to demand my phone and wallet I comprise trapped nowhere to run operating_theater hide I handed over my belongings,0,0,1,0,0,0,0,0
2437,he came into the house looking for her when he found her he immediately started to beat her she was trying to protect herself but he was relentless in his assault later_on he had injured her enough he pushed her onto the couch and began to harass her she was crying and trying to push him off but he didn’t care it was like he enjoyed seeing her in pain both from his physical attacks and the ravishment he forced on her,0,0,0,1,1,0,0,0
3358,i was dropping my child off at school when i saw a man trying to break into a car parked across the street he was using a crowbar to pry_bar open the door while looking around nervously it was a blatant auto burglary happening Hoosier_State broad daylight,0,0,0,0,0,0,1,0
3132,i be on the top floor of the parking garage look for my car when i see type_A man walk unbent up to type_A luxury car and pull out what look like type_A small box he place it against the door handle and the door unlock with type_A soft click he slide into the driver’s seat and without any hesitation start the car and drive off the whole scene happen so quickly that it be almost surreal it be clear he know exactly what he be do it be type_A textbook example of car stealing,0,0,0,0,0,0,1,0
3565,while browsing the internet i stumbled upon a website dedicate to spreading negative and false information about a local business the site was filled with exaggerated claims and outright lies about the owners and their practices i couldn’t believe someone had gone to such lengths to tarnish their reputation information_technology was frustrating to see how easily lies could be posted and shared on the web,0,0,0,0,0,0,0,1
2869,i stood close the back of the bus when i saw amp man reach into the coat pocket of amp woman standing by the door he was so quick she didn’t even realize she had been pickpocketed by the time she noticed her wallet was gone the man had already left,0,0,0,0,0,1,0,0
85,was take_the_air home from the liquor store passed a laugh_at on the sidewalk suddenly another man fired a gun at him i dropped everything and ran later found out the first laugh_at died in the store i was the only witness fireworks still scare me it was a cold-blooded act,1,0,0,0,0,0,0,0
3451,i was walking towards my car parked on the street when two men suddenly appeared one of them grabbed my arm while the other demanded my keys i refused and in an instant the first man punch me hard in the stomach i doubled over in pain as they snatched my keys and drove off in my car the entire carjacking happened so fast i barely had time to react leaving me injured and without my vehicle,0,0,1,0,0,0,1,0
1801,i saw the bouncer grab the patron by the arm and drag him toward the exit the patron was drunk and stumbling examine to resist when suddenly the bouncer pushed him hard against the wall the patron fell to the ground and tried to get up but the bouncer did not give him a chance he kicked him in the face and then punched him in the face the patron was bleeding from his nose and mouth it was clear that the bouncer was examine to assault him to prevent him from causing more trouble,0,0,0,1,0,0,0,0
942,i was in my bedroom when i heard shouting from the flat next door i looked out the window and saw a man forcing his way inside using fearmongering tactics to get the woman to hand over her money she tried to resist and in the struggle she tripped and hit her forefront on the edge of the counter it was clearly a mistake but she collapsed on the floor not moving the man hesitated for a moment before grabbing some cash off the table and running out leaving her unconscious on the floor,0,1,1,0,0,0,0,0
962,"the argument had been simmering all evening, and then it boiled over. he pushed the victim too hard, and they fell, striking their head on the edge of the table. he kept saying it was inadvertent, just AN accident, but then he started harassing the victim, touching them in ways that cost clearly inappropriate and unwanted.",0,1,0,0,1,0,0,0
842,we were in the middle of a busy shift when a loud bang came from the other side of the warehouse i rushed over to see what had happened two actor had been arguing near one of the large machines during their fight one unintentionally pushed the other into the moving parts the screams that followed were horrific by the time we hit the emergency stop it was too late the man was caught in the machinery and the other endure there in shock,0,1,0,0,0,0,0,0
2603,during the early morning rush hour on the subway a thief skillfully unzip the small pocket of my bag and took my phone i realized it was gone when i reached the next station the crowded train allowed them to go in and escape unnoticed,0,0,0,0,0,1,0,0
2686,"during a nighttime carnival, i go_through a man dressed as a performer covertly pilfer a phone from a teenager's backpack while performing magic tricks. the teens were too distracted by the act to notice, and the thief walked away still in character.",0,0,0,0,0,1,0,0
3150,i was taking pictures at a scenic overlook on a cliffside road when i saw a lone suv parked a few hundred feet away it seemed abandoned and i assumed the driver had gone hiking about an hour later a car pulled up behind the suv and i watched as a man broke into the vehicle started it and drove off the cliffs were so remote that no one else had live around to witness the carjacking,0,0,0,0,0,0,1,0
867,i was watching tv when i heard the argument from the apartment next door it was louder than usual then i heard a loud bang followed by silence i ran concluded and found the wife lying on the floor her husband was standing there in disbelief he kept saying it was inadvertent he said he was trying to scare her by throwing a heavy object during the argument but it slipped from his hand and hit her in the head she precipitate to the ground and didnt get up he was in shock he didnt mean for things to go this far,0,1,0,0,0,0,0,0
3719,my boss tried to force me to resign by making false claims to cover his own i protected myself by bcc’ing my personal email as proof i confronted him and buzz_off a nice severance and unemployment acknowledgment i could have sued him and he knew it he didn’t hesitate when i secern him what i wanted,0,0,0,0,0,0,0,1
3050,i was at the gas station when a man approached asking for directions while i was distracted another man opened my car door and mother atomic_number_49 before i knew it they had both taken off with my car auto burglary,0,0,0,0,0,0,1,0
291,an old friend of my hubby stabbed his girlfriend to death after she made strike to end things and was making out with another guy. he then cut his hand off with a chop saw in an attempt to end his life but ultimately changed his mind and called 911. this was a calculated and intentional act.,1,0,0,0,0,0,0,0
2012,it occur in the middle of the night i woke up to the sound of someone in my room at first i thought it was just my imagination until i felt the bed shift i froze not daring to move or even breathe then i felt a hand on my leg slowly moving up under the covers it was dark but i could tell who it was my uncle had snuck into my room and was now lying beside me his hands groping me i wanted to scream but fear paralyse me he molested me right there in my own bed while the rest of the house slept,0,0,0,0,1,0,0,0
2544,2017 i got pickpocketed in mrt guadalupe since then ive been more alarm while commuting it still happens even if we dont usually figure it,0,0,0,0,0,1,0,0
2203,i had gone on a solo camping trip to clear my mind it was supposed to be a peaceful retreat in the wilderness but on the second night i woke up to someone in my tent before i could react he was on top of me pinning me down i tried_and_true to scream but he covered my mouth and forced himself on me the pain of penetration was unbearable as he push_aside my desperate attempts to fight back i was left feeling completely violated and alone in the middle of nowhere where i had come to find peace instead it became a place of fear and trauma that i couldn’t escape from,0,0,0,0,1,0,0,0
3413,i had just parked my car outside my house when i noticed a van slowly driving past my street i didn’t think much of it until afterwards that night when i heard the sound of glass breaking i rushed outside and saw my car was gone it had been stolen right from my private_road the police said it was likely a carjacking,0,0,0,0,0,0,1,0
3616,while waiting in line at a fast-food drive-thru i observe the car in front of ME wasn’t moving even though it was their turn to order i could see the driver slumped over the wheel barely conscious the drive-thru attendant looked concerned and i realized the driver was probably drunk i got out of my car and knocked on the window to check on them but it was clear they weren’t in any condition to drive,0,0,0,0,0,0,0,1
605,i was closing up my shop for the night when i heard shouting from across the street a group of gang members was arguing loudly one of them was a local kid who had recently bring_together the gang the argument escalated and suddenly one man pulled out a gun shots rang out and i watched in horror as the young kid no more than 18 fell clutching his chest his death seemed coincidental wrong place wrong time the others ran leaving him bleeding out i rushed over to help but it was too late his life slipped by,0,1,0,0,0,0,0,0
2698,"after returning from a bathroom break, iodin caught an intern at my desk rummaging through the drawers. he had already taken some items but quickly returned them when he saw me approaching. iodin later found out others had as_well reported missing items.",0,0,0,0,0,1,0,0
917,i was out for a jog when i saw a man trying to extort money from another guy near the park entrance he was shouting at him and call_for that he hand over his wallet the victim tried to walk away but the extorter grabbed him by the collar and shoved him against a tree in the scuffle the victim slipped and hit his head on the ground it was completely unforeseen and now the guy was lying there unconscious while the extorter looked around panicked and then took off leaving the wallet behind i take_to_the_woods over to help but it was too late the guy wasnt moving,0,1,1,0,0,0,0,0
3155,while hiking along a deserted trail i saw a jeep parked at the entrance the owner seemed to have left it there while exploring a few hours later i heard the sound of an engine starting i turned around to see two people driving away in the jeep the trail make_up so remote that it felt like they had fell into thin air after the carjacking,0,0,0,0,0,0,1,0
2443,i heard a scream and saw a man injure a woman she was trying to get away but he wouldn’t let her he kept harassing her and tally her until she was too hurt to fight hinder,0,0,0,1,1,0,0,0
1100,"a man with a gas repeatedly used menacing threats, rate me to stay calm while demanding the cash box. he seemed extremely nervous, and it was terrifying, especially since he had robbed us earlier that week.",0,0,1,0,0,0,0,0
1089,i was walking through a dark alleyway when suddenly a valet_de_chambre jumped out from behind a dumpster and demanded my money victimization menacing threats to scare me when i didn’t have any cash on me he started yelling and pushed me to the ground taking my phone and wallet,0,0,1,0,0,0,0,0
3884,while riding the bus i detect that someone had drawn graffiti all over the seats and walls it was disappointing to see public transportation treated this way especially since so many people rely on it to get around i knew it would take time and resources to clean it up so i reported it to the bus driver who thanked me and say they would report it to the transit authorities,0,0,0,0,0,0,0,1
3152,i had stopped at a hidden canyon to take photos when i saw an old truck parked in a secluded spot a few minutes later a man in dusty clothes appeared out of nowhere opened the truck’s door without hesitation and took off the canyon was so remote that IT felt like he had disappeared into another world after the carjacking,0,0,0,0,0,0,1,0
1625,I was working at my desk when I heard shouting coming from the cubicles suddenly one employee stormed out and attacked another who was standing nearby the attacker grabbed a stapler and hit the victim repeatedly in the face and chest the victim tried to defend himself but the blows kept coming until he was pull_up_stakes lying on the floor badly injured with cuts and bruises all over his body,0,0,0,1,0,0,0,0
2515,while revel a picnic in the park a young man unnoticeably snatched my traveling_bag and ran we chased him briefly but he vanished into the crowd,0,0,0,0,0,1,0,0
822,"i was walking my dog when i heard a woman shouting from an open windowpane on the second floor of a nearby apartment building. i looked up and saw her standing at the window, crying and screaming for help. as the situation intensified, i couldn’t help but think this was an unforeseen tragedy unfolding earlier my eyes. a man suddenly appeared behind her, grabbing her by the hair and pulling her away from the window.",0,1,0,0,0,0,0,0
2168,during my routine exam he said he needed to check something internally i was hesitant but he assured me IT was necessary then without consent he proceed to penetrate me i was overly shocked to move or speak,0,0,0,0,1,0,0,0
2479,i was out for a walk when i heard shouting i turned around and saw a man hitting some_other man it didn't seem like he meant to hurt him that badly it seemed like a result of negligence the man fell and didn't get up the attacker then saw a woman passing by and started groping her she tried to run but he held on,0,1,0,0,1,0,0,0
3775,a guy used my social security number to get jobs the hr from the company I just got hired at telephone and said I should fix it unless I really was working in texas when I was 10,0,0,0,0,0,0,0,1
3224,it’s the end of my shift and the parking lot is quiet as I manoeuver to my car i see a figure crouched by a car ahead of me they smash the passenger window and quickly unlock the door within moments they drive off in the stolen fomite the entire event reeks of auto burglary,0,0,0,0,0,0,1,0
3689,"while walking across a university campus, i saw a man trying to drag a student into a secluded area the student was resisting and shouting for help i notified campus security who contacted the police the authorities responded fleetly and ensured the student’s base_hit while detaining the suspect",0,0,0,0,0,0,0,1
1303,a couple with their toddler was approached by teenagers who pulled out a accelerator_pedal demanding wallets and a handbag their menacing threat froze the parents in fear as they handed over their belongings,0,0,1,0,0,0,0,0
1001,i was at a grocery_store store when a man walk up to the register where i wait he pull out a knife and coerce the cashier into hand over the money she quickly comply and step away the man stuff the knife into his sweatshirt pocket and start rummage through the cash drawer an off-duty cop tackle him,0,0,1,0,0,0,0,0
3286,a visit to walt disney world was supposed to constitute magical but it turned into a nightmare we parked in the massive lot and remembered our section after a long day we returned to discover our rental car had make_up stolen the parking lot attendants mentioned that vehicle hijacking had occurred before especially since the lot was vast and difficult to monitor completely leaving visible items like our shopping bag might have made our car a target,0,0,0,0,0,0,1,0
3561,i was browsing reviews for a local restaurant when i saw a series of one-star ratings that seemed suspicious the comments accused the owner of illegal activities and poor hygiene practices but i knew the restaurant had a adept reputation after a little digging i found out that a rival business had posted those pseud reviews to damage their competitor’s image it was shocking to see someone use online platforms to spread lies like that,0,0,0,0,0,0,0,1
1506,he struck her in the head with a metal object have her to bleed profusely she was left with a gash that needed run_up and a concussion that left her dizzy,0,0,0,1,0,0,0,0
